Frame,Timestamp (ms),Active points,Bounding box centre X (px),Bounding box centre Y (px),Bounding box width (px),Bounding box height (px),Bounding box rotation (degrees),Bounding box vertex 1 X (px),Bounding box vertex 1 Y (px),Bounding box vertex 2 X (px),Bounding box vertex 2 Y (px),Bounding box vertex 3 X (px),Bounding box vertex 3 Y (px),Bounding box vertex 4 X (px),Bounding box vertex 4 Y (px)
1847,73920,39,92.9302,100.659,56.5866,38.7723,0,64.6369,120.045,64.6369,81.2725,121.224,81.2725,121.224,120.045
1848,73960,39,93.4977,101.207,58.7711,40.2691,0,64.1122,121.342,64.1122,81.0728,122.883,81.0728,122.883,121.342
1849,74000,39,95.0563,101.451,58.6349,40.1758,0,65.7388,121.539,65.7388,81.3632,124.374,81.3632,124.374,121.539
1850,74040,39,94.698,100.863,61.1538,41.9017,0,64.1211,121.814,64.1211,79.9119,125.275,79.9119,125.275,121.814
1851,74080,39,95.7612,101.303,60.4083,41.3908,0,65.5571,121.999,65.5571,80.6077,125.965,80.6077,125.965,121.999
1852,74120,39,97.8392,103.097,59.2368,40.5882,0,68.2209,123.391,68.2209,82.8033,127.458,82.8033,127.458,123.391
1853,74160,39,98.3853,103.324,59.319,40.6445,0,68.7258,123.647,68.7258,83.0021,128.045,83.0021,128.045,123.647
1854,74200,40,98.9169,103.73,59.4218,40.7149,0,69.206,124.088,69.206,83.3729,128.628,83.3729,128.628,124.088
1855,74240,40,99.8639,103.93,58.3403,39.9739,0,70.6938,123.917,70.6938,83.9432,129.034,83.9432,129.034,123.917
1856,74280,40,100.114,103.881,58.1237,39.8255,0,71.0521,123.794,71.0521,83.9684,129.176,83.9684,129.176,123.794
1857,74320,41,100.893,104.169,58.9399,40.3847,0,71.4235,124.362,71.4235,83.977,130.363,83.977,130.363,124.362
1858,74360,40,101.247,103.97,60.1662,41.225,0,71.1636,124.583,71.1636,83.3575,131.33,83.3575,131.33,124.583
1859,74400,41,100.278,103.798,56.8188,38.9314,0,71.8682,123.264,71.8682,84.3324,128.687,84.3324,128.687,123.264
1860,74440,41,100.923,103.323,56.9427,39.0163,0,72.4515,122.831,72.4515,83.8151,129.394,83.8151,129.394,122.831
1861,74480,42,100.457,102.928,56.5185,38.7256,0,72.1983,122.291,72.1983,83.5654,128.717,83.5654,128.717,122.291
1862,74520,42,100.178,103.09,57.1867,39.1835,0,71.5844,122.682,71.5844,83.4983,128.771,83.4983,128.771,122.682
1863,74560,43,100.024,103.067,57.2498,39.2267,0,71.3992,122.68,71.3992,83.4532,128.649,83.4532,128.649,122.68
1864,74600,43,100.289,102.843,58.1876,39.8693,0,71.1957,122.778,71.1957,82.9085,129.383,82.9085,129.383,122.778
1865,74640,42,100.9,102.303,58.1326,39.8316,0,71.8338,122.218,71.8338,82.3867,129.966,82.3867,129.966,122.218
1866,74680,42,101.171,102.316,58.9168,40.3689,0,71.7123,122.501,71.7123,82.1319,130.629,82.1319,130.629,122.501
1867,74720,44,101.412,102.15,59.5361,40.7933,0,71.6443,122.547,71.6443,81.7538,131.18,81.7538,131.18,122.547
1868,74760,45,101.287,101.662,61.3274,42.0206,0,70.6232,122.673,70.6232,80.6522,131.951,80.6522,131.951,122.673
1869,74800,43,101.532,101.653,63.8623,43.7575,0,69.6005,123.531,69.6005,79.7738,133.463,79.7738,133.463,123.531
1870,74840,46,101.66,100.465,61.8557,42.3826,0,70.7324,121.656,70.7324,79.2739,132.588,79.2739,132.588,121.656
1871,74880,45,102.362,99.8865,66.428,45.5155,0,69.148,122.644,69.148,77.1288,135.576,77.1288,135.576,122.644
1872,74920,45,102.427,99.5043,66.3743,45.4787,0,69.2396,122.244,69.2396,76.765,135.614,76.765,135.614,122.244
1873,74960,45,102.077,99.2059,63.8914,43.7774,0,70.131,121.095,70.131,77.3172,134.022,77.3172,134.022,121.095
1874,75000,45,103.176,97.5547,66.2019,45.3606,0,70.0753,120.235,70.0753,74.8745,136.277,74.8745,136.277,120.235
1875,75040,44,104.337,96.8527,72.3057,49.5428,0,68.1845,121.624,68.1845,72.0813,140.49,72.0813,140.49,121.624
1876,75080,41,101.33,94.8821,76.0397,52.1013,0,63.3099,120.933,63.3099,68.8315,139.35,68.8315,139.35,120.933
1877,75120,41,101.451,93.8073,72.5822,49.7323,0,65.16,118.673,65.16,68.9411,137.742,68.9411,137.742,118.673
1878,75160,41,100.918,93.8405,76.8183,52.6347,0,62.5093,120.158,62.5093,67.5231,139.328,67.5231,139.328,120.158
1879,75200,41,100.963,92.9071,81.6344,55.9347,0,60.1456,120.874,60.1456,64.9398,141.78,64.9398,141.78,120.874
1880,75240,42,101.153,92.5415,83.5652,57.2577,0,59.3704,121.17,59.3704,63.9126,142.936,63.9126,142.936,121.17
1881,75280,44,101.226,91.7071,85.1289,58.3291,0,58.6613,120.872,58.6613,62.5426,143.79,62.5426,143.79,120.872
1882,75320,43,101.484,90.9935,86.0249,58.943,0,58.4719,120.465,58.4719,61.522,144.497,61.522,144.497,120.465
1883,75360,43,101.529,89.5894,93.7158,64.2127,0,54.6708,121.696,54.6708,57.483,148.387,57.483,148.387,121.696
1884,75400,43,101.874,88.391,92.433,63.3337,0,55.6572,120.058,55.6572,56.7242,148.09,56.7242,148.09,120.058
1885,75440,42,101.976,88.0642,92.8105,63.5924,0,55.5703,119.86,55.5703,56.268,148.381,56.268,148.381,119.86
1886,75480,41,102.278,87.2924,92.3645,63.2868,0,56.0955,118.936,56.0955,55.649,148.46,55.649,148.46,118.936
1887,75520,42,102.847,86.0249,94.9727,65.0739,0,55.3604,118.562,55.3604,53.488,150.333,53.488,150.333,118.562
1888,75560,41,103.108,84.9292,94.1538,64.5128,0,56.0308,117.186,56.0308,52.6728,150.185,52.6728,150.185,117.186
1889,75600,41,103.798,83.9901,96.8704,66.3741,0,55.363,117.177,55.363,50.803,152.233,50.803,152.233,117.177
1890,75640,42,103.96,83.0083,95.9796,65.7638,0,55.9707,115.89,55.9707,50.1264,151.95,50.1264,151.95,115.89
1891,75680,41,104.807,82.2274,99.8587,68.4217,0,54.8781,116.438,54.8781,48.0166,154.737,48.0166,154.737,116.438
1892,75720,42,105.423,81.094,100.728,69.0174,0,55.0592,115.603,55.0592,46.5853,155.787,46.5853,155.787,115.603
1893,75760,42,105.588,80.0676,99.9252,68.4673,0,55.6251,114.301,55.6251,45.8339,155.55,45.8339,155.55,114.301
1894,75800,42,106.185,79.5574,100.69,68.9913,0,55.8404,114.053,55.8404,45.0617,156.53,45.0617,156.53,114.053
1895,75840,43,106.209,79.2749,100.675,68.9808,0,55.8714,113.765,55.8714,44.7845,156.546,44.7845,156.546,113.765
1896,75880,44,107.772,78.2097,101.1,69.2721,0,57.2224,112.846,57.2224,43.5736,158.322,43.5736,158.322,112.846
1897,75920,43,107.695,78.1216,102.939,70.532,0,56.2253,113.388,56.2253,42.8556,159.164,42.8556,159.164,113.388
1898,75960,43,107.664,77.617,102.31,70.1015,0,56.5088,112.668,56.5088,42.5662,158.819,42.5662,158.819,112.668
1899,76000,43,109.299,77.028,106.688,73.1009,0,55.9546,113.578,55.9546,40.4776,162.642,40.4776,162.642,113.578
1900,76040,33,90.8078,66.3849,110.099,75.4384,0,35.7582,104.104,35.7582,28.6657,145.857,28.6657,145.857,104.104
1901,76080,34,92.1413,66.7901,74.6051,51.1183,0,54.8387,92.3493,54.8387,41.231,129.444,41.231,129.444,92.3493
1902,76120,33,93.072,66.4822,64.8487,44.4333,0,60.6477,88.6989,60.6477,44.2655,125.496,44.2655,125.496,88.6989
1903,76160,33,95.3049,66.3594,66.2844,45.4171,0,62.1627,89.0679,62.1627,43.6508,128.447,43.6508,128.447,89.0679
1904,76200,34,96.4505,67.1872,68.3268,46.8165,0,62.2871,90.5955,62.2871,43.7789,130.614,43.7789,130.614,90.5955
1905,76240,34,97.4199,66.6602,68.6707,47.0521,0,63.0845,90.1862,63.0845,43.1341,131.755,43.1341,131.755,90.1862
1906,76280,33,103.774,66.7563,69.4024,47.5535,0,69.0729,90.5331,69.0729,42.9796,138.475,42.9796,138.475,90.5331
1907,76320,35,105.936,68.4393,67.9496,46.5581,0,71.9613,91.7184,71.9613,45.1603,139.911,45.1603,139.911,91.7184
1908,76360,32,108.965,66.514,63.8449,43.7456,0,77.0428,88.3868,77.0428,44.6412,140.888,44.6412,140.888,88.3868
1909,76400,32,114.979,68.1507,59.8467,41.0061,0,85.0552,88.6537,85.0552,47.6476,144.902,47.6476,144.902,88.6537
1910,76440,32,117.992,68.0381,57.7297,39.5555,0,89.1274,87.8159,89.1274,48.2604,146.857,48.2604,146.857,87.8159
1911,76480,35,119.222,67.7514,59.8864,41.0333,0,89.2789,88.2681,89.2789,47.2348,149.165,47.2348,149.165,88.2681
1912,76520,34,123.576,68.9583,59.1116,40.5024,0,94.0199,89.2095,94.0199,48.7072,153.131,48.7072,153.131,89.2095
1913,76560,33,125.064,69.7088,62.0271,42.5001,0,94.0506,90.9589,94.0506,48.4588,156.078,48.4588,156.078,90.9589
1914,76600,34,128.691,70.6442,60.0176,41.1232,0,98.6824,91.2058,98.6824,50.0827,158.7,50.0827,158.7,91.2058
1915,76640,32,130.783,71.248,64.1332,43.9431,0,98.7162,93.2195,98.7162,49.2764,162.849,49.2764,162.849,93.2195
1916,76680,33,134.003,71.9667,59.5137,40.7779,0,104.246,92.3556,104.246,51.5777,163.76,51.5777,163.76,92.3556
1917,76720,34,136.393,72.3404,62.2994,42.6866,0,105.243,93.6837,105.243,50.997,167.542,50.997,167.542,93.6837
1918,76760,34,138.455,72.8183,61.8798,42.3991,0,107.515,94.0178,107.515,51.6187,169.395,51.6187,169.395,94.0178
1919,76800,34,141.061,73.1547,60.7917,41.6536,0,110.666,93.9815,110.666,52.3279,171.457,52.3279,171.457,93.9815
1920,76840,33,143.71,73.762,60.3332,41.3394,0,113.544,94.4317,113.544,53.0923,173.877,53.0923,173.877,94.4317
1921,76880,37,143.694,73.9982,60.4971,41.4517,0,113.446,94.724,113.446,53.2723,173.943,53.2723,173.943,94.724
1922,76920,39,145.46,74.4654,59.5261,40.7864,0,115.697,94.8586,115.697,54.0723,175.223,54.0723,175.223,94.8586
1923,76960,38,146.045,74.3172,60.9854,41.7863,0,115.552,95.2104,115.552,53.4241,176.537,53.4241,176.537,95.2104
1924,77000,39,153.256,75.5935,66.1256,45.3083,0,120.194,98.2476,120.194,52.9393,186.319,52.9393,186.319,98.2476
1925,77040,41,155.417,76.0564,69.1127,47.355,0,120.86,99.7338,120.86,52.3789,189.973,52.3789,189.973,99.7338
1926,77080,39,157.404,75.9615,68.7666,47.1178,0,123.021,99.5205,123.021,52.4026,191.787,52.4026,191.787,99.5205
1927,77120,39,166.158,77.2771,63.1917,43.298,0,134.562,98.9261,134.562,55.628,197.753,55.628,197.753,98.9261
1928,77160,40,168.428,77.7781,65.217,44.6857,0,135.819,100.121,135.819,55.4352,201.036,55.4352,201.036,100.121
1929,77200,40,169.271,77.7779,65.5247,44.8965,0,136.509,100.226,136.509,55.3296,202.033,55.3296,202.033,100.226
1930,77240,41,171.238,77.4916,67.2093,46.0508,0,137.633,100.517,137.633,54.4662,204.842,54.4662,204.842,100.517
1931,77280,40,174.241,77.5845,63.8831,43.7718,0,142.3,99.4704,142.3,55.6986,206.183,55.6986,206.183,99.4704
1932,77320,40,174.495,76.8987,70.8296,48.5314,0,139.08,101.164,139.08,52.633,209.909,52.633,209.909,101.164
1933,77360,39,173.319,77.8036,70.1129,48.0403,0,138.263,101.824,138.263,53.7834,208.376,53.7834,208.376,101.824
1934,77400,39,175.649,81.0995,69.0871,47.3375,0,141.105,104.768,141.105,57.4308,210.192,57.4308,210.192,104.768
1935,77440,42,177.534,81.8348,74.0743,50.7546,0,140.497,107.212,140.497,56.4575,214.571,56.4575,214.571,107.212
1936,77480,43,182.525,83.3405,77.0148,52.7694,0,144.018,109.725,144.018,56.9558,221.033,56.9558,221.033,109.725
1937,77520,43,186.245,84.2427,78.3587,53.6903,0,147.066,111.088,147.066,57.3975,225.425,57.3975,225.425,111.088
1938,77560,43,190.844,84.9606,90.8199,62.2284,0,145.434,116.075,145.434,53.8464,236.254,53.8464,236.254,116.075
1939,77600,43,195.223,85.3254,96.9417,66.423,0,146.752,118.537,146.752,52.1139,243.694,52.1139,243.694,118.537
1940,77640,41,203.275,86.8055,96.0969,65.8441,0,155.227,119.728,155.227,53.8835,251.324,53.8835,251.324,119.728
1941,77680,37,196.577,84.2722,82.1492,56.2874,0,155.503,112.416,155.503,56.1284,237.652,56.1284,237.652,112.416
1942,77720,37,200.555,85.6477,76.182,52.1988,0,162.464,111.747,162.464,59.5483,238.646,59.5483,238.646,111.747
1943,77760,34,203.185,84.4695,60.3754,41.3683,0,172.998,105.154,172.998,63.7853,233.373,63.7853,233.373,105.154
1944,77800,34,204.163,84.2445,60.654,41.5592,0,173.836,105.024,173.836,63.4649,234.49,63.4649,234.49,105.024
1945,77840,34,211.667,86.7955,61.3432,42.0315,0,180.995,107.811,180.995,65.7798,242.338,65.7798,242.338,107.811
1946,77880,34,214.103,86.6154,60.2421,41.277,0,183.982,107.254,183.982,65.977,244.224,65.977,244.224,107.254
1947,77920,33,214.767,86.2942,58.1495,39.8431,0,185.693,106.216,185.693,66.3726,243.842,66.3726,243.842,106.216
1948,77960,32,218.431,87.2533,57.9257,39.6898,0,189.469,107.098,189.469,67.4083,247.394,67.4083,247.394,107.098
1949,78000,32,223.872,88.2262,57.926,39.6901,0,194.909,108.071,194.909,68.3812,252.835,68.3812,252.835,108.071
1950,78040,31,224.854,88.5604,56.8939,38.9828,0,196.407,108.052,196.407,69.0689,253.301,69.0689,253.301,108.052
1951,78080,32,226.421,88.4799,55.7261,38.1827,0,198.558,107.571,198.558,69.3885,254.284,69.3885,254.284,107.571
1952,78120,33,226.55,87.9906,56.1662,38.4843,0,198.467,107.233,198.467,68.7485,254.633,68.7485,254.633,107.233
1953,78160,34,225.82,88.0715,56.3891,38.637,0,197.626,107.39,197.626,68.753,254.015,68.753,254.015,107.39
1954,78200,34,224.536,86.7939,56.6518,38.817,0,196.21,106.202,196.21,67.3854,252.861,67.3854,252.861,106.202
1955,78240,32,223.113,85.6815,56.2778,38.5607,0,194.974,104.962,194.974,66.4011,251.251,66.4011,251.251,104.962
1956,78280,31,221.021,84.6593,59.3003,40.6317,0,191.371,104.975,191.371,64.3435,250.671,64.3435,250.671,104.975
1957,78320,31,221.352,83.8989,61.0857,41.855,0,190.81,104.826,190.81,62.9714,251.895,62.9714,251.895,104.826
1958,78360,31,220.053,82.3026,58.8407,40.3168,0,190.632,102.461,190.632,62.1442,249.473,62.1442,249.473,102.461
1959,78400,31,216.596,79.8803,61.7424,42.305,0,185.725,101.033,185.725,58.7278,247.467,58.7278,247.467,101.033
1960,78440,32,215.382,79.1953,62.1435,42.5798,0,184.311,100.485,184.311,57.9054,246.454,57.9054,246.454,100.485
1961,78480,33,214.411,78.1959,62.5415,42.8525,0,183.14,99.6222,183.14,56.7697,245.682,56.7697,245.682,99.6222
1962,78520,31,212.324,76.2878,59.465,40.7445,0,182.591,96.6601,182.591,55.9155,242.056,55.9155,242.056,96.6601
1963,78560,32,210.437,75.2605,58.9736,40.4078,0,180.95,95.4644,180.95,55.0566,239.924,55.0566,239.924,95.4644
1964,78600,32,209.025,74.3558,58.9879,40.4176,0,179.531,94.5646,179.531,54.147,238.519,54.147,238.519,94.5646
1965,78640,31,207.312,73.4125,61.2361,41.9581,0,176.694,94.3915,176.694,52.4335,237.93,52.4335,237.93,94.3915
1966,78680,31,205.616,72.4131,60.4124,41.3937,0,175.409,93.11,175.409,51.7163,235.822,51.7163,235.822,93.11
1967,78720,31,205.039,72.0414,60.309,41.3229,0,174.885,92.7028,174.885,51.38,235.194,51.38,235.194,92.7028
1968,78760,31,201.318,69.7611,64.2034,43.9912,0,169.216,91.7567,169.216,47.7655,233.419,47.7655,233.419,91.7567
1969,78800,32,200.18,68.972,63.8035,43.7172,0,168.278,90.8306,168.278,47.1133,232.081,47.1133,232.081,90.8306
1970,78840,33,199.53,68.4094,59.5246,40.7854,0,169.768,88.8021,169.768,48.0167,229.292,48.0167,229.292,88.8021
1971,78880,33,197.949,67.5415,58.8469,40.321,0,168.526,87.702,168.526,47.381,227.373,47.381,227.373,87.702
1972,78920,33,196.599,66.4849,61.0557,41.8345,0,166.071,87.4021,166.071,45.5676,227.127,45.5676,227.127,87.4021
1973,78960,31,197.523,65.7103,57.8391,39.6305,0,168.603,85.5255,168.603,45.895,226.442,45.895,226.442,85.5255
1974,79000,32,196.111,64.5132,57.7738,39.5857,0,167.224,84.306,167.224,44.7203,224.998,44.7203,224.998,84.306
1975,79040,30,194.616,64.1865,60.6576,41.5617,0,164.288,84.9673,164.288,43.4057,224.945,43.4057,224.945,84.9673
1976,79080,31,195.642,65.3117,52.803,36.1799,0,169.241,83.4017,169.241,47.2218,222.044,47.2218,222.044,83.4017
1977,79120,30,194.332,63.9189,54.4052,37.2777,0,167.129,82.5577,167.129,45.2801,221.534,45.2801,221.534,82.5577
1978,79160,23,201.147,65.5197,31.1511,21.3443,0,185.571,76.1918,185.571,54.8476,216.722,54.8476,216.722,76.1918
1979,79200,23,200.374,66.7112,29.8055,20.4223,0,185.471,76.9223,185.471,56.5,215.277,56.5,215.277,76.9223
1980,79240,26,198.564,66.3357,41.2174,28.2416,0,177.955,80.4565,177.955,52.215,219.173,52.215,219.173,80.4565
1981,79280,27,199.103,65.983,35.7938,24.5254,0,181.206,78.2457,181.206,53.7203,217,53.7203,217,78.2457
1982,79320,18,203.615,68.2595,47.6695,32.6624,0,179.78,84.5908,179.78,51.9283,227.45,51.9283,227.45,84.5908
1983,79360,17,205.051,69.1865,29.2364,20.0323,0,190.433,79.2026,190.433,59.1703,219.669,59.1703,219.669,79.2026
1984,79400,5,-19.2361,179.118,1093.42,749.193,0,-565.944,553.715,-565.944,-195.478,527.472,-195.478,527.472,553.715
1985,79440,7,134.018,119.226,311.595,213.5,0,-21.7796,225.976,-21.7796,12.476,289.815,12.476,289.815,225.976
1986,79480,8,174.955,114.109,193.5,132.583,0,78.2051,180.401,78.2051,47.8171,271.705,47.8171,271.705,180.401
1987,79520,9,202.61,131.866,232.609,159.38,0,86.3051,211.556,86.3051,52.1761,318.914,52.1761,318.914,211.556
1988,79560,10,225.477,138.743,218.206,149.511,0,116.374,213.499,116.374,63.9872,334.58,63.9872,334.58,213.499
1989,79600,5,250.743,156.512,181.405,124.296,0,160.04,218.66,160.04,94.364,341.445,94.364,341.445,218.66
1990,79640,5,257.897,160.616,176.491,120.929,0,169.651,221.081,169.651,100.151,346.143,100.151,346.143,221.081
1991,79680,0,nan,nan,54,37,0,nan,nan,nan,nan,nan,nan,nan,nan
1992,79720,0,nan,nan,54,37,0,nan,nan,nan,nan,nan,nan,nan,nan
1993,79760,0,nan,nan,54,37,0,nan,nan,nan,nan,nan,nan,nan,nan
1994,79800,0,nan,nan,54,37,0,nan,nan,nan,nan,nan,nan,nan,nan
1995,79840,0,nan,nan,54,37,0,nan,nan,nan,nan,nan,nan,nan,nan
1996,79880,3,23,148.5,54,37,0,-4,167,-4,130,50,130,50,167
1997,79920,4,58.1557,143.606,78.0757,53.4963,0,19.1178,170.354,19.1178,116.858,97.1935,116.858,97.1935,170.354
1998,79960,3,86.5498,149.726,84.5596,57.939,0,44.27,178.696,44.27,120.757,128.83,120.757,128.83,178.696
1999,80000,5,165.719,158.759,65.3835,44.7998,0,133.027,181.159,133.027,136.359,198.411,136.359,198.411,181.159
2000,80040,6,191.131,162.315,78.2612,53.6234,0,152.001,189.126,152.001,135.503,230.262,135.503,230.262,189.126
2001,80080,4,210.256,146.728,109.619,75.1095,0,155.447,184.283,155.447,109.173,265.066,109.173,265.066,184.283
2002,80120,5,203.158,123.087,202.219,138.557,0,102.049,192.366,102.049,53.8082,304.268,53.8082,304.268,192.366
2003,80160,3,157.314,63.213,381.832,261.625,0,-33.6018,194.026,-33.6018,-67.5997,348.23,-67.5997,348.23,194.026
2004,80200,0,nan,nan,54,37,0,nan,nan,nan,nan,nan,nan,nan,nan
2005,80240,1,49,59.5,54,37,0,22,78,22,41,76,41,76,78
2006,80280,1,-68.6533,-53.6429,477.656,327.283,0,-307.481,109.999,-307.481,-217.284,170.175,-217.284,170.175,109.999
2007,80320,1,107.169,75.7581,54,37,0,80.1688,94.2581,80.1688,57.2581,134.169,57.2581,134.169,94.2581
2008,80360,1,136.478,90.1541,30.0671,20.6015,0,121.445,100.455,121.445,79.8533,151.512,79.8533,151.512,100.455
2009,80400,5,109.292,45.9441,217.633,149.119,0,0.475739,120.504,0.475739,-28.6155,218.109,-28.6155,218.109,120.504
2010,80440,17,179.543,108.124,85.7797,58.775,0,136.653,137.511,136.653,78.7364,222.433,78.7364,222.433,137.511
2011,80480,14,199.795,112.335,63.8074,43.7199,0,167.891,134.195,167.891,90.4749,231.698,90.4749,231.698,134.195
2012,80520,18,202.378,115.441,79.1252,54.2154,0,162.815,142.549,162.815,88.3332,241.941,88.3331,241.941,142.549
2013,80560,18,197.714,114.956,69.1171,47.358,0,163.156,138.635,163.156,91.2767,232.273,91.2767,232.273,138.635
2014,80600,18,195.859,116.394,58.7055,40.2241,0,166.507,136.506,166.507,96.2816,225.212,96.2816,225.212,136.506
2015,80640,18,202.577,119.477,54.392,37.2686,0,175.381,138.111,175.381,100.842,229.773,100.842,229.773,138.111
2016,80680,19,198.003,119.597,58.5648,40.1277,0,168.721,139.66,168.721,99.5328,227.285,99.5328,227.285,139.66
2017,80720,20,195.271,121.382,71.7352,49.1519,0,159.404,145.958,159.404,96.8058,231.139,96.8058,231.139,145.958
2018,80760,20,189.993,119.667,62.3828,42.7437,0,158.802,141.038,158.802,98.2946,221.184,98.2946,221.184,141.038
2019,80800,20,187.839,118.697,61.9708,42.4615,0,156.854,139.928,156.854,97.4661,218.825,97.4661,218.825,139.928
2020,80840,20,185.867,118.688,62.034,42.5048,0,154.85,139.94,154.85,97.4352,216.884,97.4352,216.884,139.94
2021,80880,25,187.543,119.633,53.1384,36.4096,0,160.973,137.837,160.973,101.428,214.112,101.428,214.112,137.837
2022,80920,26,179.057,118.642,53.8762,36.9152,0,152.119,137.1,152.119,100.184,205.995,100.184,205.995,137.1
2023,80960,29,176.873,118.132,54.6395,37.4382,0,149.553,136.851,149.553,99.4131,204.193,99.4131,204.193,136.851
2024,81000,31,173.824,119.042,62.6801,42.9475,0,142.484,140.516,142.484,97.5683,205.164,97.5683,205.164,140.516
2025,81040,34,169.705,117.35,61.7397,42.3032,0,138.835,138.502,138.835,96.1984,200.575,96.1984,200.575,138.502
2026,81080,33,167.206,116.557,65.0606,44.5786,0,134.676,138.847,134.676,94.2681,199.736,94.2681,199.736,138.847
2027,81120,32,164.404,115.857,64.9655,44.5134,0,131.922,138.114,131.922,93.6003,196.887,93.6003,196.887,138.114
2028,81160,33,163.074,115.699,65.4055,44.8149,0,130.371,138.107,130.371,93.2919,195.776,93.2919,195.776,138.107
2029,81200,31,160.421,115.443,63.8632,43.7581,0,128.489,137.322,128.489,93.5635,192.352,93.5635,192.352,137.322
2030,81240,32,159.051,114.885,69.5011,47.6211,0,124.3,138.695,124.3,91.0743,193.801,91.0743,193.801,138.695
2031,81280,31,156.639,114.102,71.445,48.953,0,120.917,138.579,120.917,89.6257,192.362,89.6257,192.362,138.579
2032,81320,32,157.734,113.72,66.88,45.8252,0,124.294,136.633,124.294,90.8078,191.174,90.8078,191.174,136.633
2033,81360,32,156.253,112.835,67.1333,45.9987,0,122.686,135.834,122.686,89.8355,189.819,89.8355,189.819,135.834
2034,81400,33,159.554,111.544,72.1177,49.414,0,123.496,136.251,123.496,86.8369,195.613,86.8369,195.613,136.251
2035,81440,31,162.528,112.663,57.6275,39.4855,0,133.714,132.406,133.714,92.9206,191.342,92.9206,191.342,132.406
2036,81480,34,162.956,112.308,55.0998,37.7536,0,135.406,131.185,135.406,93.4314,190.506,93.4314,190.506,131.185
2037,81520,33,162.27,112.155,53.5592,36.698,0,135.491,130.504,135.491,93.8061,189.05,93.8061,189.05,130.504
2038,81560,33,163.424,111.192,57.726,39.553,0,134.561,130.968,134.561,91.4155,192.287,91.4155,192.287,130.968
2039,81600,35,168.831,111.457,50.9784,34.9296,0,143.342,128.922,143.342,93.9926,194.32,93.9926,194.32,128.922
2040,81640,35,168.546,110.89,57.7082,39.5408,0,139.692,130.661,139.692,91.12,197.4,91.12,197.4,130.661
2041,81680,36,175.839,112.035,44.1057,30.2206,0,153.786,127.145,153.786,96.9248,197.892,96.9248,197.892,127.145
2042,81720,36,175.705,110.314,47.1266,32.2905,0,152.142,126.459,152.142,94.1683,199.268,94.1683,199.268,126.459
2043,81760,38,176.491,108.592,53.2984,36.5193,0,149.842,126.852,149.842,90.3325,203.14,90.3325,203.14,126.852
2044,81800,40,176.685,107.913,53.6254,36.7433,0,149.872,126.285,149.872,89.5414,203.498,89.5414,203.498,126.285
2045,81840,40,185.189,107.658,50.7605,34.7803,0,159.809,125.048,159.809,90.2681,210.57,90.2681,210.57,125.048
2046,81880,38,185.722,106.592,55.3132,37.8998,0,158.065,125.542,158.065,87.6424,213.378,87.6424,213.378,125.542
2047,81920,36,185.067,107.899,54.4274,37.2928,0,157.853,126.545,157.853,89.2527,212.281,89.2527,212.281,126.545
2048,81960,36,186.602,107.575,51.6512,35.3906,0,160.777,125.271,160.777,89.8801,212.428,89.8801,212.428,125.271
2049,82000,36,190.898,107.169,48.8153,33.4475,0,166.49,123.892,166.49,90.4448,215.305,90.4448,215.305,123.892
2050,82040,36,190.317,106.888,48.1972,33.024,0,166.218,123.4,166.218,90.3761,214.415,90.3761,214.415,123.4
2051,82080,35,188.189,105.956,52.1069,35.7029,0,162.136,123.807,162.136,88.1043,214.243,88.1043,214.243,123.807
2052,82120,34,186.929,104.408,57.5913,39.4607,0,158.133,124.139,158.133,84.6779,215.725,84.6779,215.725,124.139
2053,82160,33,183.215,102.153,61.5792,42.1932,0,152.426,123.25,152.426,81.0567,214.005,81.0567,214.005,123.25
2054,82200,39,177.788,100.473,61.7355,42.3002,0,146.92,121.623,146.92,79.3231,208.655,79.3231,208.655,121.623
2055,82240,39,173.393,98.8811,57.6269,39.4851,0,144.58,118.624,144.58,79.1385,202.207,79.1385,202.207,118.624
2056,82280,40,167.316,97.6205,66.2641,45.4032,0,134.184,120.322,134.184,74.9189,200.448,74.9189,200.448,120.322
2057,82320,41,165.586,97.1936,62.696,42.9584,0,134.238,118.673,134.238,75.7144,196.934,75.7144,196.934,118.673
2058,82360,34,157.954,95.032,66.9346,45.8626,0,124.486,117.963,124.486,72.1007,191.421,72.1007,191.421,117.963
2059,82400,36,153.357,93.7878,64.7935,44.3956,0,120.96,115.986,120.96,71.59,185.753,71.59,185.753,115.986
2060,82440,36,150.627,92.7893,65.9066,45.1582,0,117.673,115.368,117.673,70.2102,183.58,70.2102,183.58,115.368
2061,82480,39,146.243,91.431,67.7966,46.4533,0,112.345,114.658,112.345,68.2043,180.141,68.2043,180.141,114.658
2062,82520,38,142.531,89.973,68.527,46.9537,0,108.267,113.45,108.267,66.4961,176.795,66.4961,176.795,113.45
2063,82560,38,140.862,90.7281,64.7351,44.3555,0,108.494,112.906,108.494,68.5503,173.229,68.5503,173.229,112.906
2064,82600,38,138.335,90.6228,67.3456,46.1442,0,104.663,113.695,104.663,67.5507,172.008,67.5507,172.008,113.695
2065,82640,39,136.675,90.8659,58.7642,40.2644,0,107.292,110.998,107.292,70.7337,166.057,70.7337,166.057,110.998
2066,82680,39,134.851,90.8408,59.3763,40.6838,0,105.163,111.183,105.163,70.4989,164.539,70.4989,164.539,111.183
2067,82720,37,134.076,90.273,56.9717,39.0361,0,105.591,109.791,105.591,70.7549,162.562,70.7549,162.562,109.791
