Frame,Timestamp (ms),Active points,Bounding box centre X (px),Bounding box centre Y (px),Bounding box width (px),Bounding box height (px),Bounding box rotation (degrees),Bounding box vertex 1 X (px),Bounding box vertex 1 Y (px),Bounding box vertex 2 X (px),Bounding box vertex 2 Y (px),Bounding box vertex 3 X (px),Bounding box vertex 3 Y (px),Bounding box vertex 4 X (px),Bounding box vertex 4 Y (px)
8800,352040,23,202.207,19.1302,200.814,137.595,0,101.8,87.9275,101.8,-49.6672,302.614,-49.6672,302.614,87.9275
8801,352080,23,203.14,22.088,188.358,129.06,0,108.961,86.6182,108.961,-42.4422,297.319,-42.4422,297.319,86.6182
8802,352120,21,204.07,22.8618,183.416,125.674,0,112.362,85.6988,112.362,-39.9752,295.778,-39.9752,295.778,85.6988
8803,352160,19,199.795,19.6245,210.569,144.279,0,94.51,91.764,94.51,-52.515,305.079,-52.515,305.079,91.764
8804,352200,17,202.006,22.7268,193.955,132.895,0,105.029,89.1744,105.029,-43.7208,298.984,-43.7208,298.984,89.1744
8805,352240,19,201.101,22.7769,203.004,139.095,0,99.5995,92.3245,99.5995,-46.7707,302.603,-46.7706,302.603,92.3246
8806,352280,17,203.821,25.0925,191.013,130.879,0,108.314,90.532,108.314,-40.347,299.327,-40.347,299.327,90.532
8807,352320,16,201.985,23.643,201.738,138.228,0,101.116,92.757,101.116,-45.471,302.854,-45.471,302.854,92.7569
8808,352360,16,201.95,24.4648,196.078,134.35,0,103.911,91.6398,103.911,-42.7102,299.989,-42.7102,299.989,91.6398
8809,352400,17,200.379,25.0466,209.47,143.526,0,95.6435,96.8096,95.6435,-46.7164,305.114,-46.7164,305.114,96.8096
8810,352440,17,200.591,26.2898,208.574,142.912,0,96.3039,97.7458,96.3039,-45.1662,304.878,-45.1662,304.878,97.7458
8811,352480,16,199.727,25.9331,215.039,147.342,0,92.2078,99.6039,92.2078,-47.7378,307.247,-47.7378,307.247,99.6039
8812,352520,17,198.77,25.781,221.113,151.503,0,88.2134,101.533,88.2134,-49.9707,309.326,-49.9707,309.326,101.533
8813,352560,19,198.47,25.4678,229.848,157.488,0,83.5464,104.212,83.5464,-53.2763,313.394,-53.2763,313.394,104.212
8814,352600,18,199.355,25.8429,235.405,161.296,0,81.6524,106.491,81.6524,-54.805,317.057,-54.805,317.057,106.491
8815,352640,19,196.675,26.9422,238.989,163.752,0,77.1804,108.818,77.1804,-54.9336,316.169,-54.9336,316.169,108.818
8816,352680,18,196.917,28.1132,233.83,160.217,0,80.0022,108.222,80.0022,-51.9951,313.832,-51.9951,313.832,108.222
8817,352720,17,194.378,27.0722,247.177,169.362,0,70.789,111.753,70.789,-57.6089,317.966,-57.6089,317.966,111.753
8818,352760,18,194.307,28.7017,241.026,165.147,0,73.7943,111.275,73.7943,-53.872,314.82,-53.872,314.82,111.275
8819,352800,18,194.113,28.6929,246.827,169.122,0,70.6991,113.254,70.6991,-55.8682,317.526,-55.8683,317.526,113.254
8820,352840,18,192.119,29.2957,252.109,172.741,0,66.0647,115.666,66.0647,-57.0748,318.173,-57.0748,318.173,115.666
8821,352880,18,191.751,29.6237,254.921,174.668,0,64.2906,116.958,64.2906,-57.7101,319.211,-57.7101,319.211,116.958
8822,352920,16,191.742,30.4312,246.708,169.041,0,68.3877,114.952,68.3877,-54.0892,315.096,-54.0892,315.096,114.952
8823,352960,19,190.455,29.0395,257.491,176.429,0,61.7099,117.254,61.7099,-59.1749,319.201,-59.1749,319.201,117.254
8824,353000,20,191.082,31.0255,249.594,171.018,0,66.2852,116.535,66.2852,-54.4836,315.879,-54.4836,315.879,116.535
8825,353040,20,184.735,28.055,271.022,185.7,0,49.2246,120.905,49.2246,-64.795,320.246,-64.795,320.246,120.905
8826,353080,13,176.813,25.5931,302.843,207.504,0,25.3914,129.345,25.3914,-78.1588,328.235,-78.1588,328.235,129.345
8827,353120,13,180.798,28.0022,270.101,185.069,0,45.747,120.537,45.747,-64.5324,315.848,-64.5324,315.848,120.537
8828,353160,16,183.325,26.4119,269.282,184.508,0,48.6837,118.666,48.6837,-65.8422,317.966,-65.8422,317.966,118.666
8829,353200,17,180.402,26.3004,279.116,191.246,0,40.8437,121.923,40.8437,-69.3226,319.959,-69.3226,319.959,121.923
8830,353240,15,179.539,25.6431,287.082,196.704,0,35.9983,123.995,35.9983,-72.709,323.08,-72.709,323.08,123.995
8831,353280,17,174.149,25.8392,298.027,204.204,0,25.1349,127.941,25.1349,-76.2628,323.162,-76.2628,323.162,127.941
8832,353320,17,177.101,27.7059,282.046,193.254,0,36.0777,124.333,36.0777,-68.921,318.124,-68.921,318.124,124.333
8833,353360,16,173.275,23.794,313.037,214.489,0,16.7567,131.038,16.7567,-83.4503,329.794,-83.4503,329.794,131.038
8834,353400,16,177.44,27.1505,287.103,196.719,0,33.8889,125.51,33.8889,-71.2089,320.992,-71.2089,320.992,125.51
8835,353440,15,177.941,27.4611,283.676,194.371,0,36.1023,124.647,36.1023,-69.7244,319.779,-69.7244,319.779,124.647
8836,353480,17,174.936,24.7359,305.506,209.328,0,22.1825,129.4,22.1825,-79.9284,327.689,-79.9284,327.689,129.4
8837,353520,14,180.091,26.6027,278.973,191.148,0,40.6043,122.177,40.6043,-68.9715,319.578,-68.9715,319.578,122.177
8838,353560,14,182.935,27.9142,256.607,175.823,0,54.6316,115.826,54.6316,-59.9975,311.239,-59.9975,311.239,115.826
8839,353600,16,181.638,26.9082,264.476,181.215,0,49.3999,117.516,49.3999,-63.6993,313.876,-63.6993,313.876,117.516
8840,353640,17,184.456,27.4515,265.154,181.68,0,51.8791,118.291,51.8791,-63.3885,317.034,-63.3885,317.034,118.291
8841,353680,19,188.545,27.1502,258.527,177.139,0,59.2812,115.719,59.2812,-61.4191,317.808,-61.4191,317.808,115.719
8842,353720,17,184.736,26.7591,267.404,183.222,0,51.0341,118.37,51.0341,-64.8517,318.439,-64.8517,318.439,118.37
8843,353760,17,181.753,25.4424,277.775,190.327,0,42.8657,120.606,42.8657,-69.7213,320.641,-69.7213,320.641,120.606
8844,353800,18,187.81,28.3363,244.146,167.285,0,65.7364,111.979,65.7364,-55.3064,309.883,-55.3064,309.883,111.979
8845,353840,16,191.012,27.3704,253.247,173.521,0,64.3884,114.131,64.3884,-59.39,317.635,-59.39,317.635,114.131
8846,353880,21,187.205,26.158,267.832,183.515,0,53.2889,117.915,53.2889,-65.5994,321.121,-65.5994,321.121,117.915
8847,353920,21,186.746,32.4443,232.112,159.04,0,70.6895,111.964,70.6895,-47.0755,302.802,-47.0755,302.802,111.964
8848,353960,15,182.295,29.9397,249.517,170.965,0,57.5369,115.422,57.5369,-55.543,307.054,-55.543,307.054,115.422
8849,354000,14,183.193,34.0712,228.039,156.249,0,69.1741,112.195,69.1741,-44.0532,297.213,-44.0532,297.213,112.195
8850,354040,14,186.723,35.1982,223.007,152.801,0,75.2195,111.599,75.2195,-41.2024,298.226,-41.2024,298.226,111.599
8851,354080,13,187.88,36.0276,215.418,147.601,0,80.1708,109.828,80.1708,-37.7729,295.589,-37.7729,295.589,109.828
8852,354120,15,182.527,31.9775,236.823,162.268,0,64.1158,113.112,64.1158,-49.1564,300.939,-49.1564,300.939,113.112
8853,354160,14,186.541,35.2508,214.838,147.204,0,79.1224,108.853,79.1224,-38.3512,293.96,-38.3512,293.96,108.853
8854,354200,14,185.941,34.773,219.802,150.605,0,76.0406,110.075,76.0406,-40.5294,295.842,-40.5294,295.842,110.075
8855,354240,13,179.067,30.8232,258.762,177.3,0,49.6861,119.473,49.6861,-57.8268,308.448,-57.8268,308.448,119.473
8856,354280,15,180.135,31.0694,261.198,178.969,0,49.5361,120.554,49.5361,-58.4149,310.734,-58.4149,310.734,120.554
8857,354320,13,184.804,36.3786,215.928,147.951,0,76.8396,110.354,76.8396,-37.5968,292.768,-37.5968,292.768,110.354
8858,354360,9,185.788,37.1714,210.112,143.965,0,80.7323,109.154,80.7323,-34.8113,290.844,-34.8113,290.844,109.154
8859,354400,9,184.076,36.6239,205.923,141.095,0,81.1147,107.171,81.1147,-33.9237,287.037,-33.9237,287.037,107.171
8860,354440,6,170.595,41.3711,298.535,204.552,0,21.3275,143.647,21.3275,-60.9048,319.863,-60.9048,319.863,143.647
8861,354480,6,196.489,32.5561,130.637,89.5104,0,131.171,77.3113,131.171,-12.1991,261.808,-12.1991,261.808,77.3113
8862,354520,6,199.89,31.7833,116.169,79.5975,0,141.806,71.5821,141.806,-8.0154,257.975,-8.0154,257.975,71.5821
8863,354560,0,nan,nan,54,37,0,nan,nan,nan,nan,nan,nan,nan,nan
8864,354600,0,nan,nan,54,37,0,nan,nan,nan,nan,nan,nan,nan,nan
8865,354640,1,177.286,65.4804,420.776,288.31,0,-33.1018,209.635,-33.1018,-78.6744,387.674,-78.6744,387.674,209.635
8866,354680,2,283,177.5,54,37,0,256,196,256,159,310,159,310,196
8867,354720,4,111,177.5,54,37,0,84,196,84,159,138,159,138,196
8868,354760,4,144.908,167.448,176.368,120.845,0,56.7242,227.87,56.7242,107.026,233.092,107.026,233.092,227.87
8869,354800,2,162.113,165.131,234.434,160.63,0,44.8963,245.447,44.8963,84.8161,279.33,84.8161,279.33,245.447
8870,354840,2,213.222,170.131,440.516,301.835,0,-7.03586,321.048,-7.03586,19.2135,433.48,19.2135,433.48,321.048
8871,354880,2,168.806,164.657,258.457,177.091,0,39.5772,253.203,39.5772,76.112,298.034,76.112,298.034,253.203
8872,354920,2,145.915,166.212,176.017,120.604,0,57.9064,226.514,57.9064,105.91,233.923,105.91,233.923,226.514
8873,354960,3,137.606,166.771,146.128,100.125,0,64.5421,216.833,64.5421,116.709,210.67,116.709,210.67,216.833
8874,355000,6,143.572,171.474,152.587,104.55,0,67.2791,223.749,67.2791,119.199,219.866,119.199,219.866,223.749
8875,355040,4,198.685,165.331,147.045,100.753,0,125.162,215.708,125.162,114.955,272.207,114.955,272.207,215.708
8876,355080,4,241.143,159.469,230.049,157.626,0,126.119,238.282,126.119,80.6558,356.168,80.6558,356.168,238.282
8877,355120,3,223.095,163.47,182.111,124.78,0,132.04,225.859,132.04,101.08,314.15,101.08,314.15,225.859
8878,355160,1,164.883,22.8689,525.846,360.302,0,-98.04,203.02,-98.04,-157.282,427.806,-157.282,427.806,203.02
8879,355200,1,164.803,22.9295,526.308,360.619,0,-98.351,203.239,-98.351,-157.38,427.957,-157.38,427.957,203.239
8880,355240,2,181.481,22.1565,444.341,304.456,0,-40.6899,174.384,-40.6899,-130.071,403.651,-130.071,403.651,174.384
8881,355280,3,172.59,16.104,482.991,330.938,0,-68.9049,181.573,-68.9049,-149.365,414.086,-149.365,414.086,181.573
8882,355320,4,198.645,71.2177,350.918,240.444,0,23.1855,191.44,23.1855,-49.0043,374.104,-49.0043,374.104,191.44
8883,355360,1,198.542,13.6919,585.938,401.476,0,-94.4272,214.43,-94.4272,-187.046,491.511,-187.046,491.511,214.43
8884,355400,7,77,175.5,54,37,0,50,194,50,157,104,157,104,194
8885,355440,6,76.016,172.406,59.8942,41.0386,0,46.0689,192.925,46.0689,151.886,105.963,151.886,105.963,192.925
8886,355480,3,78.0094,178.637,128.447,88.0098,0,13.7861,222.642,13.7861,134.632,142.233,134.632,142.233,222.642
8887,355520,6,36.2112,-30.3013,443.297,303.741,0,-185.437,121.569,-185.437,-182.172,257.86,-182.172,257.86,121.569
8888,355560,7,100.105,28.9848,269.586,184.717,0,-34.6885,121.343,-34.6885,-63.3735,234.898,-63.3735,234.898,121.343
8889,355600,4,94.5331,23.2033,282.051,193.257,0,-46.4926,119.832,-46.4926,-73.4255,235.559,-73.4255,235.559,119.832
8890,355640,8,91.8656,25.6324,278.659,190.933,0,-47.4641,121.099,-47.4641,-69.8342,231.195,-69.8342,231.195,121.099
8891,355680,6,116.185,41.4227,220.514,151.093,0,5.92821,116.969,5.92821,-34.1236,226.442,-34.1236,226.442,116.969
8892,355720,6,105.805,32.277,253.308,173.563,0,-20.8488,119.058,-20.8488,-54.5044,232.459,-54.5044,232.459,119.058
8893,355760,7,105.037,34.734,245.561,168.255,0,-17.744,118.862,-17.744,-49.3935,227.817,-49.3935,227.817,118.862
8894,355800,6,97.8953,33.4626,260.938,178.791,0,-32.5736,122.858,-32.5736,-55.9328,228.364,-55.9328,228.364,122.858
8895,355840,6,101.681,35.7779,249,170.611,0,-22.819,121.083,-22.819,-49.5276,226.181,-49.5276,226.181,121.083
8896,355880,5,90.729,29.2151,264.101,180.958,0,-41.3214,119.694,-41.3214,-61.2639,222.779,-61.2639,222.779,119.694
8897,355920,5,95.2286,36.1501,244.548,167.561,0,-27.0453,119.93,-27.0453,-47.6301,217.502,-47.6301,217.502,119.93
8898,355960,5,95.8508,36.9012,247.531,169.605,0,-27.9149,121.704,-27.9149,-47.9012,219.616,-47.9012,219.616,121.704
8899,356000,5,96.0944,37.2976,246.127,168.643,0,-26.9691,121.619,-26.9691,-47.0237,219.158,-47.0237,219.158,121.619
8900,356040,4,74.9994,24.3929,300.724,206.051,0,-75.3623,127.419,-75.3623,-78.6328,225.361,-78.6328,225.361,127.419
8901,356080,5,70.6597,22.9618,309.801,212.271,0,-84.2409,129.097,-84.2409,-83.1738,225.56,-83.1738,225.56,129.097
8902,356120,5,65.7373,15.9803,326.419,223.657,0,-97.4722,127.809,-97.4722,-95.8484,228.947,-95.8484,228.947,127.809
8903,356160,5,71.4377,19.0634,311.949,213.743,0,-84.5368,125.935,-84.5368,-87.808,227.412,-87.808,227.412,125.935
8904,356200,7,73.4312,19.8847,309.856,212.309,0,-81.4968,126.039,-81.4968,-86.2697,228.359,-86.2697,228.359,126.039
8905,356240,6,88.2096,27.2647,270.459,185.314,0,-47.0198,119.922,-47.0198,-65.3925,223.439,-65.3925,223.439,119.922
8906,356280,9,68.0801,6.78621,318.509,218.238,0,-91.1744,115.905,-91.1744,-102.333,227.335,-102.333,227.335,115.905
8907,356320,7,75.8268,11.4218,311.519,213.448,0,-79.9328,118.146,-79.9328,-95.3023,231.586,-95.3023,231.586,118.146
8908,356360,8,86.9668,40.9242,239.595,164.167,0,-32.8308,123.008,-32.8308,-41.1593,206.764,-41.1593,206.764,123.008
8909,356400,10,91.0083,43.2862,244.661,167.638,0,-31.3222,127.105,-31.3222,-40.5328,213.339,-40.5328,213.339,127.105
8910,356440,9,99.8184,49.3985,211.072,144.624,0,-5.71767,121.71,-5.71767,-22.9133,205.354,-22.9133,205.354,121.71
8911,356480,9,100.445,54.9882,197.366,135.233,0,1.76135,122.604,1.76135,-12.6281,199.128,-12.6281,199.128,122.604
8912,356520,10,94.24,49.3452,223.459,153.111,0,-17.4894,125.901,-17.4894,-27.2101,205.969,-27.2101,205.969,125.901
8913,356560,10,94.7792,51.7471,223.719,153.289,0,-17.0802,128.392,-17.0802,-24.8973,206.639,-24.8973,206.639,128.392
8914,356600,10,92.5896,50.5115,242.527,166.176,0,-28.6739,133.599,-28.6739,-32.5765,213.853,-32.5765,213.853,133.599
8915,356640,7,89.5664,53.5452,227.455,155.849,0,-24.1611,131.47,-24.1611,-24.3792,203.294,-24.3792,203.294,131.47
8916,356680,7,88.9076,52.7471,234.028,160.353,0,-28.1066,132.923,-28.1066,-27.4293,205.922,-27.4293,205.922,132.923
8917,356720,6,78.4909,42.8977,265.944,182.221,0,-54.4809,134.008,-54.4809,-48.2126,211.463,-48.2126,211.463,134.008
8918,356760,6,89.7558,52.2725,232.476,159.289,0,-26.4823,131.917,-26.4823,-27.3722,205.994,-27.3722,205.994,131.917
8919,356800,6,83.6803,55.2019,228.838,156.796,0,-30.7385,133.6,-30.7385,-23.1962,198.099,-23.1962,198.099,133.6
8920,356840,6,87.6974,55.825,216.974,148.667,0,-20.7896,130.159,-20.7896,-18.5087,196.184,-18.5087,196.184,130.159
8921,356880,5,78.7444,53.7565,237.953,163.042,0,-40.2323,135.278,-40.2323,-27.7645,197.721,-27.7645,197.721,135.278
8922,356920,6,92.4982,68.7176,185.129,126.847,0,-0.0661469,132.141,-0.0661469,5.29389,185.063,5.29388,185.063,132.141
8923,356960,7,90.4282,71.4364,186.562,127.83,0,-2.85277,135.351,-2.85277,7.52161,183.709,7.52161,183.709,135.351
8924,357000,6,78.6278,57.0536,230.49,157.928,0,-36.617,136.018,-36.617,-21.9104,193.873,-21.9104,193.873,136.018
8925,357040,6,76.8732,54.823,257.777,176.625,0,-52.0155,143.136,-52.0155,-33.4896,205.762,-33.4896,205.762,143.136
8926,357080,5,95.6736,61.8797,213.411,146.226,0,-11.0318,134.993,-11.0318,-11.2333,202.379,-11.2333,202.379,134.993
8927,357120,5,94.9598,62.8215,214.639,147.067,0,-12.3596,136.355,-12.3596,-10.7122,202.279,-10.7122,202.279,136.355
8928,357160,4,109.434,76.7751,157.508,107.922,0,30.6799,130.736,30.6799,22.814,188.188,22.814,188.188,130.736
8929,357200,4,113.097,54.6291,243.131,166.59,0,-8.46846,137.924,-8.46846,-28.6658,234.663,-28.6658,234.663,137.924
8930,357240,6,123.294,50.7994,251.698,172.46,0,-2.55479,137.029,-2.55479,-35.4304,249.143,-35.4304,249.143,137.029
8931,357280,11,132.475,47.4076,234.587,160.735,0,15.1822,127.775,15.1822,-32.96,249.769,-32.96,249.769,127.775
8932,357320,15,135.969,43.9987,237.329,162.615,0,17.3046,125.306,17.3046,-37.3086,254.634,-37.3086,254.634,125.306
8933,357360,13,127.894,28.7173,293.424,201.05,0,-18.8182,129.242,-18.8182,-71.8075,274.605,-71.8075,274.605,129.242
8934,357400,13,120.846,24.4484,317.026,217.221,0,-37.6673,133.059,-37.6673,-84.1623,279.358,-84.1623,279.358,133.059
8935,357440,11,133.713,37.3361,266.895,182.873,0,0.265015,128.772,0.265015,-54.1002,267.16,-54.1002,267.16,128.772
8936,357480,9,142.257,45.657,251.698,172.46,0,16.4078,131.887,16.4078,-40.5731,268.106,-40.5731,268.106,131.887
8937,357520,7,137.664,40.3375,271.3,185.891,0,2.0144,133.283,2.0144,-52.6079,273.314,-52.6079,273.314,133.283
8938,357560,6,138.979,43.3639,254.334,174.266,0,11.812,130.497,11.812,-43.7691,266.146,-43.7691,266.146,130.497
8939,357600,9,145.459,51.0275,217.412,148.968,0,36.7529,125.511,36.7529,-23.4564,254.165,-23.4564,254.165,125.511
8940,357640,9,148.981,48.2736,233.64,160.087,0,32.161,128.317,32.161,-31.7698,265.801,-31.7698,265.801,128.317
8941,357680,7,135.112,37.4371,266.601,182.671,0,1.8112,128.773,1.8112,-53.8984,268.412,-53.8984,268.412,128.773
8942,357720,9,141.887,40.4424,246.378,168.815,0,18.6979,124.85,18.6979,-43.965,265.076,-43.965,265.076,124.85
8943,357760,10,143.918,42.8732,243.123,166.584,0,22.3559,126.165,22.3559,-40.419,265.479,-40.419,265.479,126.165
8944,357800,9,145.266,46.0872,242.092,165.878,0,24.2202,129.026,24.2202,-36.8518,266.312,-36.8518,266.312,129.026
8945,357840,9,151.607,50.9986,212.669,145.718,0,45.2727,123.858,45.2727,-21.8603,257.942,-21.8603,257.942,123.858
8946,357880,11,140.494,31.185,269.891,184.925,0,5.54892,123.648,5.54892,-61.2777,275.44,-61.2777,275.44,123.648
8947,357920,11,140.78,28.6771,268.164,183.742,0,6.69734,120.548,6.69734,-63.194,274.862,-63.194,274.862,120.548
8948,357960,11,137.716,27.1444,289.425,198.31,0,-6.99698,126.299,-6.99698,-72.0105,282.428,-72.0105,282.428,126.299
8949,358000,10,143.258,28.4014,277.941,190.441,0,4.28789,123.622,4.28789,-66.819,282.228,-66.819,282.228,123.622
8950,358040,13,146.433,29.0288,264.656,181.339,0,14.1048,119.698,14.1048,-61.6405,278.761,-61.6405,278.761,119.698
8951,358080,13,144.36,28.5384,273.268,187.239,0,7.72577,122.158,7.72577,-65.0812,280.994,-65.0812,280.994,122.158
8952,358120,14,152.833,31.3054,239.746,164.27,0,32.9599,113.44,32.9599,-50.8296,272.705,-50.8296,272.705,113.44
8953,358160,14,148.627,28.2339,255.544,175.095,0,20.8552,115.781,20.8552,-59.3136,276.399,-59.3136,276.399,115.781
8954,358200,14,148.608,26.3238,267.003,182.947,0,15.1064,117.797,15.1064,-65.1495,282.11,-65.1495,282.11,117.797
8955,358240,13,156.377,28.242,250.376,171.554,0,31.1896,114.019,31.1896,-57.5348,281.565,-57.5348,281.565,114.019
8956,358280,14,157.74,28.5675,248.497,170.267,0,33.4919,113.701,33.4919,-56.5658,281.989,-56.5658,281.989,113.701
8957,358320,15,160.511,31.0345,256.473,175.731,0,32.2745,118.9,32.2745,-56.8312,288.747,-56.8312,288.747,118.9
8958,358360,16,159.719,28.4629,267.931,183.583,0,25.7538,120.254,25.7538,-63.3284,293.685,-63.3284,293.685,120.254
8959,358400,18,171.047,34.0183,223.679,153.262,0,59.2075,110.649,59.2075,-42.6126,282.887,-42.6126,282.887,110.649
8960,358440,23,185.964,37.8257,214.997,147.313,0,78.4661,111.482,78.4661,-35.8306,293.463,-35.8306,293.463,111.482
8961,358480,20,188.312,37.9462,220.07,150.789,0,78.2771,113.341,78.2771,-37.4482,298.347,-37.4482,298.347,113.341
8962,358520,22,192.354,38.1335,227.199,155.673,0,78.7541,115.97,78.7541,-39.7033,305.953,-39.7033,305.953,115.97
8963,358560,11,193.154,39.6949,219.921,150.687,0,83.1934,115.038,83.1934,-35.6485,303.115,-35.6485,303.115,115.038
8964,358600,8,185.846,34.4331,229.074,156.958,0,71.3085,112.912,71.3085,-44.0461,300.383,-44.0461,300.383,112.912
8965,358640,8,178.839,22.8729,244.893,167.797,0,56.3922,106.771,56.3922,-61.0256,301.285,-61.0256,301.285,106.771
8966,358680,9,180.851,26.0975,242.99,166.493,0,59.356,109.344,59.356,-57.1492,302.346,-57.1492,302.346,109.344
8967,358720,6,166.239,31.4511,230.557,157.974,0,50.9605,110.438,50.9605,-47.5359,281.517,-47.5359,281.517,110.438
8968,358760,9,170.159,34.1646,249.931,171.249,0,45.1938,119.789,45.1938,-51.4599,295.125,-51.4599,295.125,119.789
8969,358800,7,177.496,29.7946,223.248,152.966,0,65.8721,106.278,65.8721,-46.6886,289.12,-46.6886,289.12,106.278
8970,358840,7,168.39,29.408,252.291,172.866,0,42.2444,115.841,42.2444,-57.025,294.535,-57.025,294.535,115.841
8971,358880,6,169.347,25.9414,246.997,169.239,0,45.8482,110.561,45.8482,-58.678,292.845,-58.678,292.845,110.561
8972,358920,7,178.715,31.7457,213.261,146.124,0,72.0841,104.807,72.0841,-41.316,285.345,-41.316,285.345,104.807
8973,358960,8,179.148,31.6036,220.178,150.863,0,69.0592,107.035,69.0592,-43.8277,289.237,-43.8277,289.237,107.035
8974,359000,8,187.414,36.7061,194.802,133.476,0,90.013,103.444,90.013,-30.0318,284.815,-30.0318,284.815,103.444
8975,359040,7,181.175,30.2233,212.696,145.736,0,74.827,103.091,74.827,-42.6447,287.523,-42.6447,287.523,103.091
8976,359080,9,169.303,21.6441,257.418,176.379,0,40.5937,109.833,40.5937,-66.5452,298.011,-66.5452,298.011,109.833
8977,359120,9,160.944,19.5536,277.217,189.945,0,22.3358,114.526,22.3358,-75.419,299.553,-75.419,299.553,114.526
8978,359160,9,172.454,27.5892,229.78,157.442,0,57.5641,106.31,57.5641,-51.1318,287.344,-51.1318,287.344,106.31
8979,359200,11,178.967,31.1373,210.6,144.3,0,73.667,103.287,73.667,-41.0127,284.267,-41.0127,284.267,103.287
8980,359240,11,189.564,35.1405,180.308,123.544,0,99.4104,96.9126,99.4104,-26.6316,279.718,-26.6316,279.718,96.9126
8981,359280,14,177.741,29.6363,228.878,156.824,0,63.3022,108.048,63.3022,-48.7755,292.18,-48.7755,292.18,108.048
8982,359320,13,179.002,26.8806,235.147,161.119,0,61.4285,107.44,61.4285,-53.679,296.575,-53.679,296.575,107.44
8983,359360,16,178.693,27.4414,241.47,165.452,0,57.958,110.167,57.958,-55.2846,299.428,-55.2845,299.428,110.167
8984,359400,15,196.652,33.6489,179.677,123.112,0,106.814,95.2047,106.814,-27.907,286.491,-27.907,286.491,95.2047
8985,359440,15,194.483,29.1256,199.771,136.88,0,94.5975,97.5656,94.5975,-39.3144,294.368,-39.3144,294.368,97.5656
8986,359480,16,200.305,32.0572,182.209,124.847,0,109.2,94.4808,109.2,-30.3664,291.41,-30.3664,291.41,94.4808
8987,359520,17,199.681,25.6304,204.424,140.068,0,97.4686,95.6645,97.4686,-44.4037,301.892,-44.4037,301.892,95.6645
8988,359560,16,195.445,24.3358,214.401,146.904,0,88.2451,97.788,88.2451,-49.1163,302.646,-49.1163,302.646,97.788
8989,359600,18,198.058,26.8362,205.471,140.786,0,95.3225,97.2292,95.3225,-43.5567,300.794,-43.5567,300.794,97.2292
8990,359640,15,195.773,27.9876,209.359,143.449,0,91.0939,99.7123,91.0939,-43.7372,300.453,-43.7372,300.453,99.7123
8991,359680,16,196.095,26.8055,215.202,147.453,0,88.4936,100.532,88.4936,-46.9212,303.696,-46.9212,303.696,100.532
8992,359720,15,205.369,32.0584,175.454,120.218,0,117.642,92.1676,117.642,-28.0507,293.096,-28.0507,293.096,92.1676
8993,359760,13,202.939,29.2006,190.333,130.413,0,107.772,94.4072,107.772,-36.006,298.105,-36.006,298.105,94.4073
8994,359800,10,200.196,30.9672,212.711,145.747,0,93.8398,103.841,93.8398,-41.9062,306.551,-41.9062,306.551,103.841
8995,359840,11,193.727,25.8877,247.127,169.328,0,70.1632,110.552,70.1632,-58.7762,317.29,-58.7762,317.29,110.552
8996,359880,12,192.837,26.3592,251.649,172.426,0,67.0123,112.572,67.0123,-59.8539,318.661,-59.8539,318.661,112.572
8997,359920,11,192.025,22.6448,251.427,172.274,0,66.3113,108.782,66.3113,-63.4923,317.738,-63.4923,317.738,108.782
8998,359960,11,200.554,25.7659,215.295,147.517,0,92.9067,99.5244,92.9067,-47.9926,308.202,-47.9926,308.202,99.5244
8999,360000,9,198.158,22.3134,231.391,158.546,0,82.4628,101.586,82.4628,-56.9594,313.854,-56.9594,313.854,101.586
9000,360040,5,199.767,-0.0800514,270.673,185.461,0,64.4305,92.6504,64.4305,-92.8105,335.103,-92.8105,335.103,92.6504
9001,360080,5,195.938,-0.406914,280.972,192.518,0,55.4526,95.8519,55.4526,-96.6657,336.424,-96.6657,336.424,95.8519
9002,360120,4,184.99,-13.6236,340.035,232.987,0,14.9729,102.87,14.9729,-130.117,355.008,-130.117,355.008,102.87
9003,360160,3,196.4,-3.28592,297.698,203.979,0,47.5505,98.7034,47.5505,-105.275,345.249,-105.275,345.249,98.7034
9004,360200,2,239.095,-39.6862,345.529,236.752,0,66.3301,78.6895,66.3301,-158.062,411.859,-158.062,411.859,78.6895
9005,360240,1,278.149,-142.221,872.796,598.027,0,-158.249,156.793,-158.249,-441.234,714.547,-441.234,714.547,156.793
9006,360280,1,260.358,-88.3668,598.348,409.979,0,-38.8162,116.623,-38.8162,-293.356,559.532,-293.356,559.532,116.623
9007,360320,1,251.221,-64.3925,475.2,325.6,0,13.6208,98.4075,13.6208,-227.192,488.821,-227.192,488.821,98.4075
9008,360360,1,255.384,-75.3146,531.32,364.053,0,-10.2757,106.712,-10.2757,-257.341,521.045,-257.341,521.045,106.712
9009,360400,1,261.007,-90.068,607.238,416.071,0,-42.6119,117.967,-42.6119,-298.103,564.626,-298.103,564.626,117.967
9010,360440,2,14.3914,187.015,486.533,333.365,0,-228.875,353.697,-228.875,20.3322,257.658,20.3322,257.658,353.697
9011,360480,2,67.1007,156.361,203.859,139.681,0,-34.8289,226.201,-34.8289,86.5201,169.03,86.5201,169.03,226.201
9012,360520,1,197.511,16.1659,923.291,632.625,0,-264.135,332.478,-264.135,-300.147,659.156,-300.147,659.156,332.478
9013,360560,3,170.909,153.049,245.513,168.222,0,48.1526,237.16,48.1526,68.9382,293.665,68.9382,293.665,237.16
